         Vardas        Pavarde     Galutinis balas
    Vardas88740   Pavarde88740                7.94
    Vardas88743   Pavarde88743                5.96
    Vardas88744   Pavarde88744                5.27
    Vardas88745   Pavarde88745                6.93
    Vardas88746   Pavarde88746                5.70
    Vardas88748   Pavarde88748                7.29
    Vardas88750   Pavarde88750                6.05
    Vardas88752   Pavarde88752                5.62
    Vardas88754   Pavarde88754                7.26
    Vardas88757   Pavarde88757                6.41
    Vardas88760   Pavarde88760                5.05
    Vardas88761   Pavarde88761                8.05
    Vardas88762   Pavarde88762                8.00
    Vardas88766   Pavarde88766                6.39
    Vardas88768   Pavarde88768                7.98
    Vardas88770   Pavarde88770                7.43
    Vardas88771   Pavarde88771                7.61
    Vardas88773   Pavarde88773                5.49
    Vardas88774   Pavarde88774                8.04
    Vardas88775   Pavarde88775                5.41
    Vardas88776   Pavarde88776                5.79
    Vardas88777   Pavarde88777                5.60
    Vardas88778   Pavarde88778                6.08
    Vardas88779   Pavarde88779                7.51
    Vardas88781   Pavarde88781                5.31
    Vardas88782   Pavarde88782                5.32
    Vardas88784   Pavarde88784                7.60
    Vardas88786   Pavarde88786                7.56
    Vardas88790   Pavarde88790                6.40
    Vardas88791   Pavarde88791                5.77
    Vardas88792   Pavarde88792                5.79
    Vardas88793   Pavarde88793                5.12
    Vardas88794   Pavarde88794                5.38
    Vardas88795   Pavarde88795                5.66
    Vardas88796   Pavarde88796                7.01
    Vardas88797   Pavarde88797                5.16
    Vardas88799   Pavarde88799                7.46
    Vardas88801   Pavarde88801                7.87
    Vardas88802   Pavarde88802                7.25
    Vardas88803   Pavarde88803                7.20
    Vardas88805   Pavarde88805                6.51
    Vardas88807   Pavarde88807                7.77
    Vardas88809   Pavarde88809                7.95
    Vardas88810   Pavarde88810                7.73
    Vardas88811   Pavarde88811                5.35
    Vardas88812   Pavarde88812                6.24
    Vardas88813   Pavarde88813                7.36
    Vardas88816   Pavarde88816                5.45
    Vardas88817   Pavarde88817                5.08
    Vardas88818   Pavarde88818                7.95
    Vardas88819   Pavarde88819                6.13
    Vardas88820   Pavarde88820                5.10
    Vardas88824   Pavarde88824                8.42
    Vardas88826   Pavarde88826                5.68
    Vardas88828   Pavarde88828                7.12
    Vardas88829   Pavarde88829                5.33
    Vardas88831   Pavarde88831                5.60
    Vardas88833   Pavarde88833                6.38
    Vardas88834   Pavarde88834                6.72
    Vardas88835   Pavarde88835                6.05
    Vardas88836   Pavarde88836                5.30
    Vardas88837   Pavarde88837                6.42
    Vardas88841   Pavarde88841                7.36
    Vardas88843   Pavarde88843                5.48
    Vardas88844   Pavarde88844                7.99
    Vardas88845   Pavarde88845                5.28
    Vardas88846   Pavarde88846                6.79
    Vardas88848   Pavarde88848                7.00
    Vardas88849   Pavarde88849                6.51
    Vardas88850   Pavarde88850                6.42
    Vardas88852   Pavarde88852                7.68
    Vardas88854   Pavarde88854                8.36
    Vardas88857   Pavarde88857                5.11
    Vardas88859   Pavarde88859                8.12
    Vardas88860   Pavarde88860                6.74
    Vardas88862   Pavarde88862                7.36
    Vardas88863   Pavarde88863                7.15
    Vardas88864   Pavarde88864                5.32
    Vardas88865   Pavarde88865                5.73
    Vardas88869   Pavarde88869                7.12
    Vardas88871   Pavarde88871                8.18
    Vardas88872   Pavarde88872                5.19
    Vardas88873   Pavarde88873                7.58
    Vardas88874   Pavarde88874                5.28
    Vardas88875   Pavarde88875                5.15
    Vardas88876   Pavarde88876                6.98
    Vardas88877   Pavarde88877                7.13
    Vardas88880   Pavarde88880                6.83
    Vardas88882   Pavarde88882                7.50
    Vardas88884   Pavarde88884                6.10
    Vardas88886   Pavarde88886                5.45
    Vardas88887   Pavarde88887                6.67
    Vardas88889   Pavarde88889                7.30
    Vardas88890   Pavarde88890                7.42
    Vardas88893   Pavarde88893                7.82
    Vardas88894   Pavarde88894                5.53
    Vardas88896   Pavarde88896                7.06
    Vardas88897   Pavarde88897                7.54
    Vardas88898   Pavarde88898                6.51
    Vardas88899   Pavarde88899                5.51
    Vardas88900   Pavarde88900                7.10
    Vardas88901   Pavarde88901                7.15
    Vardas88902   Pavarde88902                5.64
    Vardas88903   Pavarde88903                6.87
    Vardas88904   Pavarde88904                5.65
    Vardas88905   Pavarde88905                5.36
    Vardas88908   Pavarde88908                8.06
    Vardas88909   Pavarde88909                5.52
    Vardas88910   Pavarde88910                5.25
    Vardas88914   Pavarde88914                5.86
    Vardas88917   Pavarde88917                7.49
    Vardas88918   Pavarde88918                6.06
    Vardas88920   Pavarde88920                7.41
    Vardas88921   Pavarde88921                7.72
    Vardas88922   Pavarde88922                7.09
    Vardas88923   Pavarde88923                7.21
    Vardas88924   Pavarde88924                5.37
    Vardas88925   Pavarde88925                6.12
    Vardas88926   Pavarde88926                5.22
    Vardas88927   Pavarde88927                6.69
    Vardas88931   Pavarde88931                5.38
    Vardas88933   Pavarde88933                5.02
    Vardas88934   Pavarde88934                7.33
    Vardas88935   Pavarde88935                7.70
    Vardas88936   Pavarde88936                5.92
    Vardas88937   Pavarde88937                7.64
    Vardas88939   Pavarde88939                8.43
    Vardas88941   Pavarde88941                6.46
    Vardas88942   Pavarde88942                5.87
    Vardas88943   Pavarde88943                5.34
    Vardas88945   Pavarde88945                6.44
    Vardas88946   Pavarde88946                8.18
    Vardas88947   Pavarde88947                5.88
    Vardas88950   Pavarde88950                5.23
    Vardas88951   Pavarde88951                6.65
    Vardas88952   Pavarde88952                6.69
    Vardas88953   Pavarde88953                6.67
    Vardas88955   Pavarde88955                5.63
    Vardas88958   Pavarde88958                8.00
    Vardas88959   Pavarde88959                6.01
    Vardas88962   Pavarde88962                7.52
    Vardas88964   Pavarde88964                7.67
    Vardas88965   Pavarde88965                5.14
    Vardas88966   Pavarde88966                8.12
    Vardas88967   Pavarde88967                7.73
    Vardas88968   Pavarde88968                6.29
    Vardas88971   Pavarde88971                7.04
    Vardas88972   Pavarde88972                6.16
    Vardas88974   Pavarde88974                6.62
    Vardas88975   Pavarde88975                7.42
    Vardas88976   Pavarde88976                7.54
    Vardas88977   Pavarde88977                5.43
    Vardas88979   Pavarde88979                5.44
    Vardas88982   Pavarde88982                8.05
    Vardas88984   Pavarde88984                5.56
    Vardas88985   Pavarde88985                5.45
    Vardas88987   Pavarde88987                6.17
    Vardas88988   Pavarde88988                5.30
    Vardas88989   Pavarde88989                6.36
    Vardas88991   Pavarde88991                6.44
    Vardas88992   Pavarde88992                7.10
    Vardas88997   Pavarde88997                5.10
    Vardas88998   Pavarde88998                7.82
    Vardas88999   Pavarde88999                5.60
    Vardas89002   Pavarde89002                8.10
    Vardas89003   Pavarde89003                7.20
    Vardas89004   Pavarde89004                7.57
    Vardas89005   Pavarde89005                6.56
    Vardas89006   Pavarde89006                5.85
    Vardas89007   Pavarde89007                5.16
    Vardas89009   Pavarde89009                6.48
    Vardas89010   Pavarde89010                8.16
    Vardas89011   Pavarde89011                8.04
    Vardas89017   Pavarde89017                5.53
    Vardas89018   Pavarde89018                6.55
    Vardas89021   Pavarde89021                6.57
    Vardas89022   Pavarde89022                6.00
    Vardas89023   Pavarde89023                5.95
    Vardas89026   Pavarde89026                6.83
    Vardas89028   Pavarde89028                6.92
    Vardas89029   Pavarde89029                7.00
    Vardas89031   Pavarde89031                5.58
    Vardas89039   Pavarde89039                6.72
    Vardas89040   Pavarde89040                5.99
    Vardas89041   Pavarde89041                7.45
    Vardas89042   Pavarde89042                6.17
    Vardas89044   Pavarde89044                7.72
    Vardas89046   Pavarde89046                5.67
    Vardas89047   Pavarde89047                6.62
    Vardas89048   Pavarde89048                5.63
    Vardas89049   Pavarde89049                6.46
    Vardas89051   Pavarde89051                5.42
    Vardas89053   Pavarde89053                7.64
    Vardas89054   Pavarde89054                7.48
    Vardas89055   Pavarde89055                7.75
    Vardas89057   Pavarde89057                6.92
    Vardas89060   Pavarde89060                5.70
    Vardas89061   Pavarde89061                8.24
    Vardas89063   Pavarde89063                7.73
    Vardas89064   Pavarde89064                8.41
    Vardas89066   Pavarde89066                5.52
    Vardas89070   Pavarde89070                5.12
    Vardas89072   Pavarde89072                6.72
    Vardas89074   Pavarde89074                5.65
    Vardas89077   Pavarde89077                7.33
    Vardas89079   Pavarde89079                6.82
    Vardas89080   Pavarde89080                8.28
    Vardas89082   Pavarde89082                8.06
    Vardas89083   Pavarde89083                5.11
    Vardas89084   Pavarde89084                7.82
    Vardas89085   Pavarde89085                5.52
    Vardas89086   Pavarde89086                5.82
    Vardas89087   Pavarde89087                8.07
    Vardas89088   Pavarde89088                7.05
    Vardas89090   Pavarde89090                8.18
    Vardas89092   Pavarde89092                5.76
    Vardas89095   Pavarde89095                5.74
    Vardas89098   Pavarde89098                5.70
    Vardas89099   Pavarde89099                6.43
    Vardas89100   Pavarde89100                5.81
    Vardas89101   Pavarde89101                7.98
    Vardas89103   Pavarde89103                6.04
    Vardas89104   Pavarde89104                8.02
    Vardas89105   Pavarde89105                5.76
    Vardas89106   Pavarde89106                7.71
    Vardas89108   Pavarde89108                7.70
    Vardas89109   Pavarde89109                6.00
    Vardas89110   Pavarde89110                5.43
    Vardas89112   Pavarde89112                8.17
    Vardas89116   Pavarde89116                5.94
    Vardas89117   Pavarde89117                7.67
    Vardas89118   Pavarde89118                6.02
    Vardas89119   Pavarde89119                6.61
    Vardas89120   Pavarde89120                6.20
    Vardas89121   Pavarde89121                5.64
    Vardas89122   Pavarde89122                5.55
    Vardas89123   Pavarde89123                7.87
    Vardas89125   Pavarde89125                6.44
    Vardas89129   Pavarde89129                5.68
    Vardas89132   Pavarde89132                7.59
    Vardas89133   Pavarde89133                7.79
    Vardas89135   Pavarde89135                7.09
    Vardas89136   Pavarde89136                7.88
    Vardas89138   Pavarde89138                6.30
    Vardas89142   Pavarde89142                5.53
    Vardas89143   Pavarde89143                7.27
    Vardas89144   Pavarde89144                5.27
    Vardas89146   Pavarde89146                6.19
    Vardas89149   Pavarde89149                6.31
    Vardas89150   Pavarde89150                6.49
    Vardas89152   Pavarde89152                5.54
    Vardas89153   Pavarde89153                6.51
    Vardas89154   Pavarde89154                6.64
    Vardas89157   Pavarde89157                7.22
    Vardas89162   Pavarde89162                7.79
    Vardas89163   Pavarde89163                6.20
    Vardas89164   Pavarde89164                6.36
    Vardas89167   Pavarde89167                5.25
    Vardas89171   Pavarde89171                6.12
    Vardas89173   Pavarde89173                6.31
    Vardas89174   Pavarde89174                6.38
    Vardas89176   Pavarde89176                7.45
    Vardas89178   Pavarde89178                7.42
    Vardas89179   Pavarde89179                6.28
    Vardas89180   Pavarde89180                8.80
    Vardas89181   Pavarde89181                5.13
    Vardas89182   Pavarde89182                6.20
    Vardas89183   Pavarde89183                7.53
    Vardas89184   Pavarde89184                7.46
    Vardas89186   Pavarde89186                6.91
    Vardas89189   Pavarde89189                6.05
    Vardas89190   Pavarde89190                6.47
    Vardas89193   Pavarde89193                7.67
    Vardas89198   Pavarde89198                5.35
    Vardas89199   Pavarde89199                6.99
    Vardas89201   Pavarde89201                6.91
    Vardas89202   Pavarde89202                5.44
    Vardas89204   Pavarde89204                5.80
    Vardas89205   Pavarde89205                5.43
    Vardas89206   Pavarde89206                8.07
    Vardas89207   Pavarde89207                5.60
    Vardas89208   Pavarde89208                6.21
    Vardas89210   Pavarde89210                7.88
    Vardas89211   Pavarde89211                7.68
    Vardas89215   Pavarde89215                7.04
    Vardas89216   Pavarde89216                6.15
    Vardas89220   Pavarde89220                8.42
    Vardas89222   Pavarde89222                6.32
    Vardas89225   Pavarde89225                5.41
    Vardas89227   Pavarde89227                5.06
    Vardas89228   Pavarde89228                5.83
    Vardas89229   Pavarde89229                5.92
    Vardas89230   Pavarde89230                7.29
    Vardas89232   Pavarde89232                7.30
    Vardas89233   Pavarde89233                6.77
    Vardas89234   Pavarde89234                8.56
    Vardas89236   Pavarde89236                5.86
    Vardas89238   Pavarde89238                5.62
    Vardas89240   Pavarde89240                7.28
    Vardas89241   Pavarde89241                6.72
    Vardas89242   Pavarde89242                5.06
    Vardas89243   Pavarde89243                7.11
    Vardas89244   Pavarde89244                6.22
    Vardas89245   Pavarde89245                6.44
    Vardas89246   Pavarde89246                5.96
    Vardas89247   Pavarde89247                5.75
    Vardas89248   Pavarde89248                7.93
    Vardas89253   Pavarde89253                5.35
    Vardas89254   Pavarde89254                5.95
    Vardas89255   Pavarde89255                6.36
    Vardas89257   Pavarde89257                5.75
    Vardas89258   Pavarde89258                5.05
    Vardas89259   Pavarde89259                6.05
    Vardas89260   Pavarde89260                6.16
    Vardas89261   Pavarde89261                5.04
    Vardas89264   Pavarde89264                5.16
    Vardas89266   Pavarde89266                6.45
    Vardas89267   Pavarde89267                7.97
    Vardas89268   Pavarde89268                5.48
    Vardas89270   Pavarde89270                5.85
    Vardas89271   Pavarde89271                5.75
    Vardas89273   Pavarde89273                8.51
    Vardas89274   Pavarde89274                8.69
    Vardas89275   Pavarde89275                7.06
    Vardas89276   Pavarde89276                5.85
    Vardas89278   Pavarde89278                8.18
    Vardas89279   Pavarde89279                5.28
    Vardas89281   Pavarde89281                5.23
    Vardas89283   Pavarde89283                7.72
    Vardas89284   Pavarde89284                6.69
    Vardas89285   Pavarde89285                7.09
    Vardas89286   Pavarde89286                6.17
    Vardas89287   Pavarde89287                5.07
    Vardas89289   Pavarde89289                5.76
    Vardas89290   Pavarde89290                7.40
    Vardas89297   Pavarde89297                6.55
    Vardas89301   Pavarde89301                5.56
    Vardas89303   Pavarde89303                5.48
    Vardas89304   Pavarde89304                6.44
    Vardas89305   Pavarde89305                6.10
    Vardas89306   Pavarde89306                8.42
    Vardas89307   Pavarde89307                6.48
    Vardas89308   Pavarde89308                6.76
    Vardas89309   Pavarde89309                5.80
    Vardas89310   Pavarde89310                6.80
    Vardas89312   Pavarde89312                7.47
    Vardas89315   Pavarde89315                7.46
    Vardas89317   Pavarde89317                6.96
    Vardas89318   Pavarde89318                7.77
    Vardas89321   Pavarde89321                5.92
    Vardas89325   Pavarde89325                5.70
    Vardas89326   Pavarde89326                6.39
    Vardas89329   Pavarde89329                6.31
    Vardas89331   Pavarde89331                6.32
    Vardas89332   Pavarde89332                7.17
    Vardas89334   Pavarde89334                6.04
    Vardas89335   Pavarde89335                6.62
    Vardas89336   Pavarde89336                7.60
    Vardas89338   Pavarde89338                7.44
    Vardas89339   Pavarde89339                6.37
    Vardas89340   Pavarde89340                5.85
    Vardas89341   Pavarde89341                5.50
    Vardas89343   Pavarde89343                6.95
    Vardas89345   Pavarde89345                8.37
    Vardas89346   Pavarde89346                5.42
    Vardas89348   Pavarde89348                6.60
    Vardas89353   Pavarde89353                5.20
    Vardas89354   Pavarde89354                5.10
    Vardas89355   Pavarde89355                5.60
    Vardas89357   Pavarde89357                7.88
    Vardas89359   Pavarde89359                8.14
    Vardas89362   Pavarde89362                6.48
    Vardas89363   Pavarde89363                7.79
    Vardas89364   Pavarde89364                7.14
    Vardas89365   Pavarde89365                7.26
    Vardas89366   Pavarde89366                7.75
    Vardas89367   Pavarde89367                6.65
    Vardas89368   Pavarde89368                6.26
    Vardas89369   Pavarde89369                7.22
    Vardas89370   Pavarde89370                7.10
    Vardas89371   Pavarde89371                5.01
    Vardas89372   Pavarde89372                6.48
    Vardas89376   Pavarde89376                6.62
    Vardas89378   Pavarde89378                7.26
    Vardas89380   Pavarde89380                6.69
    Vardas89381   Pavarde89381                6.23
    Vardas89382   Pavarde89382                6.36
    Vardas89384   Pavarde89384                8.05
    Vardas89386   Pavarde89386                7.59
    Vardas89387   Pavarde89387                6.50
    Vardas89388   Pavarde89388                7.37
    Vardas89389   Pavarde89389                6.11
    Vardas89390   Pavarde89390                5.40
    Vardas89393   Pavarde89393                7.02
    Vardas89394   Pavarde89394                5.93
    Vardas89395   Pavarde89395                7.70
    Vardas89396   Pavarde89396                6.62
    Vardas89397   Pavarde89397                5.75
    Vardas89399   Pavarde89399                6.31
    Vardas89400   Pavarde89400                5.60
    Vardas89402   Pavarde89402                6.78
    Vardas89403   Pavarde89403                5.74
    Vardas89404   Pavarde89404                7.17
    Vardas89405   Pavarde89405                7.11
    Vardas89406   Pavarde89406                6.53
    Vardas89407   Pavarde89407                5.76
    Vardas89409   Pavarde89409                6.79
    Vardas89410   Pavarde89410                8.18
    Vardas89411   Pavarde89411                6.90
    Vardas89412   Pavarde89412                8.43
    Vardas89414   Pavarde89414                6.86
    Vardas89416   Pavarde89416                6.56
    Vardas89418   Pavarde89418                7.54
    Vardas89419   Pavarde89419                6.32
    Vardas89422   Pavarde89422                7.01
    Vardas89424   Pavarde89424                7.15
    Vardas89425   Pavarde89425                8.66
    Vardas89426   Pavarde89426                5.12
    Vardas89427   Pavarde89427                6.28
    Vardas89430   Pavarde89430                6.65
    Vardas89431   Pavarde89431                8.10
    Vardas89432   Pavarde89432                6.65
    Vardas89434   Pavarde89434                7.03
    Vardas89436   Pavarde89436                6.80
    Vardas89439   Pavarde89439                7.94
    Vardas89441   Pavarde89441                8.00
    Vardas89444   Pavarde89444                7.73
    Vardas89446   Pavarde89446                6.80
    Vardas89448   Pavarde89448                5.98
    Vardas89450   Pavarde89450                8.47
    Vardas89451   Pavarde89451                5.07
    Vardas89455   Pavarde89455                5.04
    Vardas89458   Pavarde89458                6.55
    Vardas89459   Pavarde89459                8.01
    Vardas89460   Pavarde89460                5.87
    Vardas89461   Pavarde89461                5.46
    Vardas89463   Pavarde89463                6.85
    Vardas89464   Pavarde89464                7.58
    Vardas89465   Pavarde89465                6.16
    Vardas89467   Pavarde89467                6.44
    Vardas89468   Pavarde89468                8.36
    Vardas89474   Pavarde89474                6.89
    Vardas89475   Pavarde89475                5.54
    Vardas89476   Pavarde89476                6.34
    Vardas89477   Pavarde89477                6.94
    Vardas89479   Pavarde89479                6.34
    Vardas89482   Pavarde89482                7.75
    Vardas89483   Pavarde89483                7.95
    Vardas89484   Pavarde89484                5.04
    Vardas89485   Pavarde89485                5.47
    Vardas89486   Pavarde89486                7.06
    Vardas89487   Pavarde89487                5.28
    Vardas89490   Pavarde89490                7.27
    Vardas89492   Pavarde89492                6.44
    Vardas89493   Pavarde89493                6.54
    Vardas89495   Pavarde89495                5.51
    Vardas89496   Pavarde89496                7.75
    Vardas89497   Pavarde89497                5.12
    Vardas89499   Pavarde89499                7.51
    Vardas89501   Pavarde89501                7.18
    Vardas89502   Pavarde89502                5.35
    Vardas89504   Pavarde89504                6.24
    Vardas89506   Pavarde89506                6.34
    Vardas89507   Pavarde89507                6.79
    Vardas89508   Pavarde89508                6.38
    Vardas89509   Pavarde89509                6.95
    Vardas89510   Pavarde89510                6.30
    Vardas89511   Pavarde89511                5.87
    Vardas89513   Pavarde89513                5.49
    Vardas89519   Pavarde89519                7.18
    Vardas89521   Pavarde89521                7.89
    Vardas89524   Pavarde89524                5.33
    Vardas89525   Pavarde89525                5.61
    Vardas89526   Pavarde89526                5.70
    Vardas89527   Pavarde89527                8.02
    Vardas89528   Pavarde89528                6.35
    Vardas89529   Pavarde89529                8.81
    Vardas89530   Pavarde89530                7.15
    Vardas89531   Pavarde89531                6.38
    Vardas89534   Pavarde89534                5.67
    Vardas89535   Pavarde89535                7.64
    Vardas89536   Pavarde89536                6.30
    Vardas89537   Pavarde89537                6.96
    Vardas89539   Pavarde89539                7.63
    Vardas89541   Pavarde89541                5.65
    Vardas89543   Pavarde89543                7.97
    Vardas89545   Pavarde89545                6.64
    Vardas89546   Pavarde89546                6.30
    Vardas89548   Pavarde89548                5.23
    Vardas89553   Pavarde89553                5.68
    Vardas89555   Pavarde89555                7.93
    Vardas89557   Pavarde89557                5.84
    Vardas89558   Pavarde89558                8.64
    Vardas89564   Pavarde89564                6.30
    Vardas89565   Pavarde89565                7.10
    Vardas89566   Pavarde89566                7.24
    Vardas89567   Pavarde89567                5.10
    Vardas89569   Pavarde89569                5.29
    Vardas89570   Pavarde89570                8.39
    Vardas89571   Pavarde89571                7.33
    Vardas89574   Pavarde89574                6.58
    Vardas89576   Pavarde89576                5.75
    Vardas89577   Pavarde89577                7.92
    Vardas89580   Pavarde89580                7.93
    Vardas89581   Pavarde89581                6.95
    Vardas89582   Pavarde89582                7.42
    Vardas89583   Pavarde89583                7.31
    Vardas89584   Pavarde89584                5.85
    Vardas89585   Pavarde89585                6.15
    Vardas89586   Pavarde89586                6.11
    Vardas89588   Pavarde89588                7.57
    Vardas89589   Pavarde89589                6.41
    Vardas89590   Pavarde89590                6.11
    Vardas89591   Pavarde89591                5.67
    Vardas89594   Pavarde89594                6.75
    Vardas89596   Pavarde89596                5.44
    Vardas89597   Pavarde89597                7.25
    Vardas89599   Pavarde89599                7.53
    Vardas89600   Pavarde89600                5.35
    Vardas89602   Pavarde89602                6.26
    Vardas89603   Pavarde89603                5.28
    Vardas89604   Pavarde89604                5.09
    Vardas89605   Pavarde89605                5.76
    Vardas89609   Pavarde89609                5.77
    Vardas89612   Pavarde89612                7.62
    Vardas89616   Pavarde89616                7.88
    Vardas89617   Pavarde89617                7.17
    Vardas89618   Pavarde89618                8.91
    Vardas89619   Pavarde89619                6.14
    Vardas89621   Pavarde89621                5.37
    Vardas89625   Pavarde89625                5.84
    Vardas89628   Pavarde89628                7.26
    Vardas89632   Pavarde89632                7.69
    Vardas89633   Pavarde89633                5.41
    Vardas89636   Pavarde89636                5.17
    Vardas89637   Pavarde89637                5.19
    Vardas89640   Pavarde89640                6.43
    Vardas89641   Pavarde89641                5.46
    Vardas89644   Pavarde89644                7.59
    Vardas89645   Pavarde89645                5.19
    Vardas89646   Pavarde89646                6.39
    Vardas89652   Pavarde89652                5.92
    Vardas89653   Pavarde89653                6.72
    Vardas89655   Pavarde89655                5.95
    Vardas89656   Pavarde89656                6.75
    Vardas89657   Pavarde89657                6.86
    Vardas89659   Pavarde89659                7.49
    Vardas89660   Pavarde89660                5.24
    Vardas89662   Pavarde89662                6.69
    Vardas89663   Pavarde89663                5.17
    Vardas89664   Pavarde89664                5.80
    Vardas89667   Pavarde89667                5.29
    Vardas89671   Pavarde89671                7.71
    Vardas89672   Pavarde89672                6.49
    Vardas89674   Pavarde89674                5.53
    Vardas89675   Pavarde89675                7.76
    Vardas89677   Pavarde89677                7.12
    Vardas89678   Pavarde89678                5.56
    Vardas89679   Pavarde89679                6.83
    Vardas89680   Pavarde89680                8.77
    Vardas89681   Pavarde89681                5.91
    Vardas89682   Pavarde89682                6.52
    Vardas89684   Pavarde89684                7.65
    Vardas89686   Pavarde89686                6.47
    Vardas89688   Pavarde89688                6.57
    Vardas89689   Pavarde89689                5.37
    Vardas89690   Pavarde89690                6.64
    Vardas89693   Pavarde89693                7.49
    Vardas89695   Pavarde89695                5.92
    Vardas89696   Pavarde89696                6.47
    Vardas89698   Pavarde89698                6.28
    Vardas89700   Pavarde89700                7.17
    Vardas89702   Pavarde89702                6.96
    Vardas89704   Pavarde89704                6.09
    Vardas89705   Pavarde89705                6.78
    Vardas89707   Pavarde89707                6.51
    Vardas89708   Pavarde89708                7.44
    Vardas89710   Pavarde89710                5.08
    Vardas89711   Pavarde89711                5.82
    Vardas89712   Pavarde89712                6.15
    Vardas89713   Pavarde89713                6.82
    Vardas89718   Pavarde89718                7.28
    Vardas89719   Pavarde89719                6.50
    Vardas89720   Pavarde89720                5.01
    Vardas89721   Pavarde89721                6.55
    Vardas89722   Pavarde89722                7.46
    Vardas89723   Pavarde89723                8.75
    Vardas89725   Pavarde89725                5.23
    Vardas89726   Pavarde89726                8.47
    Vardas89727   Pavarde89727                6.60
    Vardas89729   Pavarde89729                6.99
    Vardas89730   Pavarde89730                7.36
    Vardas89731   Pavarde89731                6.82
    Vardas89732   Pavarde89732                8.47
    Vardas89733   Pavarde89733                8.30
    Vardas89737   Pavarde89737                5.27
    Vardas89740   Pavarde89740                7.32
    Vardas89741   Pavarde89741                5.94
    Vardas89744   Pavarde89744                8.45
    Vardas89745   Pavarde89745                5.64
    Vardas89746   Pavarde89746                5.57
    Vardas89748   Pavarde89748                6.57
    Vardas89751   Pavarde89751                6.83
    Vardas89755   Pavarde89755                8.54
    Vardas89758   Pavarde89758                6.97
    Vardas89759   Pavarde89759                7.72
    Vardas89761   Pavarde89761                6.60
    Vardas89762   Pavarde89762                5.96
    Vardas89764   Pavarde89764                7.18
    Vardas89765   Pavarde89765                7.76
    Vardas89766   Pavarde89766                6.64
    Vardas89768   Pavarde89768                6.35
    Vardas89773   Pavarde89773                5.92
    Vardas89774   Pavarde89774                5.82
    Vardas89775   Pavarde89775                7.16
    Vardas89777   Pavarde89777                8.22
    Vardas89778   Pavarde89778                7.35
    Vardas89781   Pavarde89781                5.54
    Vardas89782   Pavarde89782                6.68
    Vardas89784   Pavarde89784                5.20
    Vardas89787   Pavarde89787                6.53
    Vardas89788   Pavarde89788                6.18
    Vardas89789   Pavarde89789                5.48
    Vardas89790   Pavarde89790                6.11
    Vardas89791   Pavarde89791                5.74
    Vardas89792   Pavarde89792                5.23
    Vardas89793   Pavarde89793                6.32
    Vardas89794   Pavarde89794                7.69
    Vardas89795   Pavarde89795                6.61
    Vardas89801   Pavarde89801                8.64
    Vardas89804   Pavarde89804                8.82
    Vardas89806   Pavarde89806                6.88
    Vardas89807   Pavarde89807                7.41
    Vardas89809   Pavarde89809                6.61
    Vardas89810   Pavarde89810                7.78
    Vardas89814   Pavarde89814                6.48
    Vardas89815   Pavarde89815                7.83
    Vardas89816   Pavarde89816                5.26
    Vardas89817   Pavarde89817                5.14
    Vardas89820   Pavarde89820                5.76
    Vardas89823   Pavarde89823                6.14
    Vardas89825   Pavarde89825                5.50
    Vardas89826   Pavarde89826                5.26
    Vardas89829   Pavarde89829                7.42
    Vardas89830   Pavarde89830                6.93
    Vardas89831   Pavarde89831                5.11
    Vardas89833   Pavarde89833                6.64
    Vardas89834   Pavarde89834                5.98
    Vardas89835   Pavarde89835                7.23
    Vardas89836   Pavarde89836                8.35
    Vardas89837   Pavarde89837                7.66
    Vardas89838   Pavarde89838                5.66
    Vardas89839   Pavarde89839                5.54
    Vardas89840   Pavarde89840                5.95
    Vardas89841   Pavarde89841                5.42
    Vardas89842   Pavarde89842                6.11
    Vardas89843   Pavarde89843                8.13
    Vardas89844   Pavarde89844                5.74
    Vardas89845   Pavarde89845                6.44
    Vardas89846   Pavarde89846                6.97
    Vardas89847   Pavarde89847                7.68
    Vardas89849   Pavarde89849                7.99
    Vardas89850   Pavarde89850                5.27
    Vardas89851   Pavarde89851                6.10
    Vardas89852   Pavarde89852                5.08
    Vardas89855   Pavarde89855                6.64
    Vardas89856   Pavarde89856                6.31
    Vardas89859   Pavarde89859                5.52
    Vardas89861   Pavarde89861                5.66
    Vardas89862   Pavarde89862                5.41
    Vardas89863   Pavarde89863                8.21
    Vardas89864   Pavarde89864                8.48
    Vardas89865   Pavarde89865                6.14
    Vardas89867   Pavarde89867                5.18
    Vardas89870   Pavarde89870                7.38
    Vardas89871   Pavarde89871                7.10
    Vardas89875   Pavarde89875                7.71
    Vardas89876   Pavarde89876                7.17
    Vardas89877   Pavarde89877                6.24
    Vardas89879   Pavarde89879                5.99
    Vardas89881   Pavarde89881                6.98
    Vardas89882   Pavarde89882                6.16
    Vardas89883   Pavarde89883                5.83
    Vardas89884   Pavarde89884                5.78
    Vardas89885   Pavarde89885                7.04
    Vardas89886   Pavarde89886                5.20
    Vardas89890   Pavarde89890                7.04
    Vardas89892   Pavarde89892                5.08
    Vardas89896   Pavarde89896                5.74
    Vardas89897   Pavarde89897                7.63
    Vardas89898   Pavarde89898                5.54
    Vardas89899   Pavarde89899                7.07
    Vardas89900   Pavarde89900                7.43
    Vardas89901   Pavarde89901                6.01
    Vardas89902   Pavarde89902                8.32
    Vardas89903   Pavarde89903                5.65
    Vardas89905   Pavarde89905                6.16
    Vardas89906   Pavarde89906                5.99
    Vardas89907   Pavarde89907                6.89
