         Vardas        Pavarde     Galutinis balas
    Vardas82091   Pavarde82091                4.64
    Vardas82092   Pavarde82092                3.40
    Vardas82093   Pavarde82093                2.09
    Vardas82096   Pavarde82096                4.79
    Vardas82097   Pavarde82097                2.82
    Vardas82098   Pavarde82098                3.19
    Vardas82099   Pavarde82099                2.98
    Vardas82102   Pavarde82102                3.60
    Vardas82103   Pavarde82103                4.77
    Vardas82110   Pavarde82110                4.36
    Vardas82111   Pavarde82111                3.04
    Vardas82112   Pavarde82112                4.40
    Vardas82113   Pavarde82113                4.89
    Vardas82116   Pavarde82116                4.37
    Vardas82117   Pavarde82117                3.61
    Vardas82120   Pavarde82120                2.91
    Vardas82122   Pavarde82122                3.27
    Vardas82127   Pavarde82127                4.11
    Vardas82130   Pavarde82130                3.47
    Vardas82131   Pavarde82131                4.06
    Vardas82132   Pavarde82132                3.72
    Vardas82134   Pavarde82134                3.65
    Vardas82136   Pavarde82136                3.84
    Vardas82137   Pavarde82137                2.84
    Vardas82138   Pavarde82138                3.00
    Vardas82142   Pavarde82142                2.43
    Vardas82143   Pavarde82143                3.58
    Vardas82145   Pavarde82145                3.26
    Vardas82146   Pavarde82146                4.18
    Vardas82147   Pavarde82147                4.51
    Vardas82148   Pavarde82148                4.51
    Vardas82151   Pavarde82151                3.69
    Vardas82152   Pavarde82152                4.18
    Vardas82154   Pavarde82154                3.57
    Vardas82156   Pavarde82156                3.66
    Vardas82157   Pavarde82157                4.24
    Vardas82158   Pavarde82158                3.14
    Vardas82160   Pavarde82160                4.55
    Vardas82161   Pavarde82161                2.73
    Vardas82166   Pavarde82166                4.57
    Vardas82167   Pavarde82167                4.15
    Vardas82172   Pavarde82172                3.67
    Vardas82178   Pavarde82178                3.26
    Vardas82179   Pavarde82179                2.69
    Vardas82181   Pavarde82181                4.85
    Vardas82187   Pavarde82187                3.40
    Vardas82189   Pavarde82189                4.04
    Vardas82194   Pavarde82194                4.54
    Vardas82197   Pavarde82197                3.47
    Vardas82200   Pavarde82200                4.47
    Vardas82201   Pavarde82201                4.60
    Vardas82202   Pavarde82202                2.62
    Vardas82203   Pavarde82203                3.20
    Vardas82204   Pavarde82204                4.90
    Vardas82205   Pavarde82205                4.56
    Vardas82211   Pavarde82211                3.28
    Vardas82217   Pavarde82217                3.59
    Vardas82218   Pavarde82218                4.72
    Vardas82221   Pavarde82221                4.00
    Vardas82223   Pavarde82223                4.30
    Vardas82228   Pavarde82228                4.32
    Vardas82231   Pavarde82231                4.78
    Vardas82232   Pavarde82232                3.16
    Vardas82233   Pavarde82233                2.58
    Vardas82237   Pavarde82237                3.64
    Vardas82238   Pavarde82238                3.52
    Vardas82239   Pavarde82239                4.41
    Vardas82241   Pavarde82241                4.61
    Vardas82248   Pavarde82248                4.55
    Vardas82249   Pavarde82249                4.29
    Vardas82250   Pavarde82250                4.24
    Vardas82253   Pavarde82253                4.84
    Vardas82258   Pavarde82258                4.84
    Vardas82260   Pavarde82260                4.38
    Vardas82261   Pavarde82261                4.19
    Vardas82262   Pavarde82262                2.71
    Vardas82263   Pavarde82263                4.94
    Vardas82266   Pavarde82266                3.01
    Vardas82268   Pavarde82268                3.79
    Vardas82272   Pavarde82272                4.80
    Vardas82278   Pavarde82278                2.61
    Vardas82280   Pavarde82280                4.24
    Vardas82285   Pavarde82285                2.40
    Vardas82287   Pavarde82287                3.06
    Vardas82289   Pavarde82289                3.58
    Vardas82290   Pavarde82290                4.20
    Vardas82296   Pavarde82296                3.55
    Vardas82299   Pavarde82299                4.72
    Vardas82301   Pavarde82301                4.41
    Vardas82302   Pavarde82302                4.05
    Vardas82307   Pavarde82307                2.84
    Vardas82310   Pavarde82310                3.22
    Vardas82321   Pavarde82321                4.33
    Vardas82323   Pavarde82323                4.54
    Vardas82326   Pavarde82326                4.29
    Vardas82332   Pavarde82332                4.32
    Vardas82333   Pavarde82333                4.63
    Vardas82335   Pavarde82335                3.17
    Vardas82336   Pavarde82336                4.29
    Vardas82337   Pavarde82337                2.17
    Vardas82338   Pavarde82338                3.58
    Vardas82342   Pavarde82342                3.38
    Vardas82343   Pavarde82343                4.57
    Vardas82345   Pavarde82345                3.90
    Vardas82346   Pavarde82346                4.81
    Vardas82347   Pavarde82347                3.54
    Vardas82348   Pavarde82348                3.92
    Vardas82349   Pavarde82349                3.44
    Vardas82350   Pavarde82350                4.13
    Vardas82352   Pavarde82352                4.79
    Vardas82354   Pavarde82354                4.09
    Vardas82356   Pavarde82356                4.81
    Vardas82357   Pavarde82357                3.95
    Vardas82360   Pavarde82360                4.43
    Vardas82362   Pavarde82362                3.93
    Vardas82368   Pavarde82368                4.12
    Vardas82373   Pavarde82373                4.43
    Vardas82374   Pavarde82374                3.11
    Vardas82375   Pavarde82375                3.75
    Vardas82379   Pavarde82379                4.38
    Vardas82380   Pavarde82380                4.90
    Vardas82383   Pavarde82383                4.50
    Vardas82384   Pavarde82384                4.18
    Vardas82393   Pavarde82393                4.28
    Vardas82395   Pavarde82395                4.40
    Vardas82396   Pavarde82396                2.88
    Vardas82397   Pavarde82397                5.00
    Vardas82400   Pavarde82400                3.15
    Vardas82402   Pavarde82402                4.36
    Vardas82403   Pavarde82403                2.51
    Vardas82405   Pavarde82405                4.35
    Vardas82406   Pavarde82406                3.92
    Vardas82407   Pavarde82407                3.24
    Vardas82408   Pavarde82408                4.07
    Vardas82412   Pavarde82412                4.94
    Vardas82416   Pavarde82416                4.17
    Vardas82421   Pavarde82421                3.60
    Vardas82425   Pavarde82425                3.32
    Vardas82428   Pavarde82428                3.21
    Vardas82432   Pavarde82432                2.49
    Vardas82436   Pavarde82436                3.19
    Vardas82437   Pavarde82437                4.58
    Vardas82438   Pavarde82438                3.65
    Vardas82439   Pavarde82439                4.64
    Vardas82440   Pavarde82440                3.46
    Vardas82444   Pavarde82444                3.38
    Vardas82445   Pavarde82445                4.43
    Vardas82446   Pavarde82446                3.42
    Vardas82447   Pavarde82447                4.73
    Vardas82448   Pavarde82448                3.51
    Vardas82449   Pavarde82449                4.69
    Vardas82451   Pavarde82451                3.93
    Vardas82452   Pavarde82452                3.28
    Vardas82458   Pavarde82458                3.16
    Vardas82459   Pavarde82459                4.94
    Vardas82461   Pavarde82461                4.84
    Vardas82462   Pavarde82462                4.03
    Vardas82464   Pavarde82464                3.40
    Vardas82468   Pavarde82468                3.62
    Vardas82473   Pavarde82473                4.75
    Vardas82476   Pavarde82476                2.39
    Vardas82477   Pavarde82477                4.66
    Vardas82480   Pavarde82480                3.58
    Vardas82481   Pavarde82481                3.56
    Vardas82483   Pavarde82483                3.82
    Vardas82485   Pavarde82485                4.15
    Vardas82486   Pavarde82486                4.22
    Vardas82487   Pavarde82487                2.57
    Vardas82488   Pavarde82488                3.81
    Vardas82489   Pavarde82489                4.21
    Vardas82492   Pavarde82492                4.88
    Vardas82493   Pavarde82493                5.00
    Vardas82495   Pavarde82495                3.95
    Vardas82496   Pavarde82496                2.86
    Vardas82498   Pavarde82498                4.57
    Vardas82503   Pavarde82503                4.06
    Vardas82509   Pavarde82509                4.81
    Vardas82510   Pavarde82510                4.88
    Vardas82511   Pavarde82511                4.03
    Vardas82512   Pavarde82512                4.84
    Vardas82515   Pavarde82515                3.40
    Vardas82518   Pavarde82518                3.74
    Vardas82520   Pavarde82520                3.17
    Vardas82522   Pavarde82522                4.74
    Vardas82524   Pavarde82524                2.97
    Vardas82525   Pavarde82525                3.83
    Vardas82526   Pavarde82526                4.98
    Vardas82528   Pavarde82528                2.39
    Vardas82529   Pavarde82529                3.89
    Vardas82533   Pavarde82533                3.96
    Vardas82539   Pavarde82539                4.95
    Vardas82540   Pavarde82540                4.66
    Vardas82542   Pavarde82542                3.86
    Vardas82547   Pavarde82547                4.22
    Vardas82549   Pavarde82549                4.49
    Vardas82551   Pavarde82551                3.75
    Vardas82559   Pavarde82559                3.99
    Vardas82561   Pavarde82561                3.13
    Vardas82563   Pavarde82563                3.71
    Vardas82567   Pavarde82567                3.33
    Vardas82568   Pavarde82568                2.52
    Vardas82572   Pavarde82572                3.69
    Vardas82574   Pavarde82574                4.97
    Vardas82575   Pavarde82575                2.87
    Vardas82580   Pavarde82580                2.98
    Vardas82583   Pavarde82583                3.97
    Vardas82585   Pavarde82585                5.00
    Vardas82588   Pavarde82588                3.58
    Vardas82591   Pavarde82591                3.15
    Vardas82594   Pavarde82594                2.61
    Vardas82598   Pavarde82598                2.49
    Vardas82599   Pavarde82599                3.12
    Vardas82601   Pavarde82601                3.69
    Vardas82606   Pavarde82606                3.10
    Vardas82607   Pavarde82607                4.17
    Vardas82609   Pavarde82609                3.62
    Vardas82611   Pavarde82611                4.87
    Vardas82614   Pavarde82614                4.46
    Vardas82615   Pavarde82615                4.30
    Vardas82617   Pavarde82617                4.82
    Vardas82627   Pavarde82627                4.27
    Vardas82628   Pavarde82628                3.11
    Vardas82634   Pavarde82634                4.03
    Vardas82641   Pavarde82641                4.29
    Vardas82642   Pavarde82642                3.56
    Vardas82643   Pavarde82643                4.22
    Vardas82644   Pavarde82644                3.97
    Vardas82647   Pavarde82647                3.67
    Vardas82649   Pavarde82649                4.41
    Vardas82650   Pavarde82650                3.39
    Vardas82652   Pavarde82652                4.75
    Vardas82653   Pavarde82653                3.19
    Vardas82660   Pavarde82660                3.50
    Vardas82663   Pavarde82663                4.64
    Vardas82665   Pavarde82665                3.21
    Vardas82667   Pavarde82667                4.72
    Vardas82669   Pavarde82669                4.79
    Vardas82670   Pavarde82670                3.13
    Vardas82671   Pavarde82671                4.37
    Vardas82672   Pavarde82672                2.98
    Vardas82675   Pavarde82675                4.37
    Vardas82680   Pavarde82680                2.24
    Vardas82681   Pavarde82681                2.84
    Vardas82683   Pavarde82683                4.10
    Vardas82684   Pavarde82684                3.09
    Vardas82686   Pavarde82686                3.25
    Vardas82687   Pavarde82687                4.27
    Vardas82690   Pavarde82690                3.84
    Vardas82692   Pavarde82692                4.12
    Vardas82696   Pavarde82696                3.33
    Vardas82700   Pavarde82700                4.58
    Vardas82702   Pavarde82702                4.52
    Vardas82705   Pavarde82705                3.68
    Vardas82707   Pavarde82707                4.81
    Vardas82708   Pavarde82708                3.65
    Vardas82711   Pavarde82711                3.51
    Vardas82719   Pavarde82719                3.54
    Vardas82720   Pavarde82720                4.94
    Vardas82723   Pavarde82723                3.58
    Vardas82729   Pavarde82729                4.50
    Vardas82731   Pavarde82731                4.94
    Vardas82732   Pavarde82732                3.15
    Vardas82733   Pavarde82733                4.53
    Vardas82736   Pavarde82736                4.01
    Vardas82738   Pavarde82738                4.73
    Vardas82740   Pavarde82740                4.55
    Vardas82744   Pavarde82744                4.21
    Vardas82746   Pavarde82746                4.89
    Vardas82749   Pavarde82749                4.68
    Vardas82751   Pavarde82751                4.03
    Vardas82753   Pavarde82753                4.91
    Vardas82755   Pavarde82755                4.14
    Vardas82762   Pavarde82762                1.90
    Vardas82763   Pavarde82763                3.50
    Vardas82764   Pavarde82764                3.40
    Vardas82766   Pavarde82766                3.49
    Vardas82767   Pavarde82767                4.83
    Vardas82775   Pavarde82775                3.12
    Vardas82777   Pavarde82777                3.93
    Vardas82779   Pavarde82779                5.00
    Vardas82781   Pavarde82781                3.33
    Vardas82784   Pavarde82784                3.71
    Vardas82785   Pavarde82785                3.96
    Vardas82786   Pavarde82786                3.64
    Vardas82787   Pavarde82787                2.82
    Vardas82792   Pavarde82792                4.56
    Vardas82794   Pavarde82794                3.15
    Vardas82795   Pavarde82795                4.06
    Vardas82796   Pavarde82796                3.61
    Vardas82801   Pavarde82801                2.93
    Vardas82802   Pavarde82802                4.84
    Vardas82806   Pavarde82806                4.19
    Vardas82807   Pavarde82807                3.93
    Vardas82811   Pavarde82811                4.21
    Vardas82812   Pavarde82812                3.96
    Vardas82814   Pavarde82814                3.71
    Vardas82818   Pavarde82818                4.87
    Vardas82820   Pavarde82820                4.65
    Vardas82821   Pavarde82821                3.67
    Vardas82822   Pavarde82822                4.15
    Vardas82823   Pavarde82823                3.60
    Vardas82825   Pavarde82825                3.50
    Vardas82826   Pavarde82826                3.32
    Vardas82827   Pavarde82827                3.04
    Vardas82829   Pavarde82829                4.84
    Vardas82831   Pavarde82831                4.18
    Vardas82835   Pavarde82835                4.65
    Vardas82842   Pavarde82842                4.43
    Vardas82843   Pavarde82843                3.07
    Vardas82844   Pavarde82844                3.92
    Vardas82845   Pavarde82845                2.79
    Vardas82847   Pavarde82847                3.23
    Vardas82848   Pavarde82848                3.39
    Vardas82849   Pavarde82849                3.80
    Vardas82850   Pavarde82850                4.57
    Vardas82851   Pavarde82851                3.72
    Vardas82853   Pavarde82853                3.63
    Vardas82858   Pavarde82858                4.58
    Vardas82861   Pavarde82861                2.94
    Vardas82862   Pavarde82862                4.18
    Vardas82863   Pavarde82863                4.62
    Vardas82868   Pavarde82868                3.39
    Vardas82870   Pavarde82870                4.55
    Vardas82872   Pavarde82872                4.13
    Vardas82873   Pavarde82873                4.93
    Vardas82875   Pavarde82875                3.97
    Vardas82876   Pavarde82876                3.60
    Vardas82879   Pavarde82879                4.99
    Vardas82882   Pavarde82882                2.85
    Vardas82888   Pavarde82888                3.54
    Vardas82889   Pavarde82889                3.07
    Vardas82892   Pavarde82892                4.43
    Vardas82893   Pavarde82893                4.45
    Vardas82900   Pavarde82900                4.84
    Vardas82901   Pavarde82901                3.61
    Vardas82902   Pavarde82902                4.12
    Vardas82903   Pavarde82903                4.01
    Vardas82904   Pavarde82904                4.50
    Vardas82906   Pavarde82906                3.70
    Vardas82907   Pavarde82907                4.28
    Vardas82910   Pavarde82910                4.34
    Vardas82911   Pavarde82911                2.50
    Vardas82916   Pavarde82916                4.30
    Vardas82918   Pavarde82918                3.81
    Vardas82920   Pavarde82920                4.25
    Vardas82923   Pavarde82923                4.59
    Vardas82925   Pavarde82925                3.57
    Vardas82927   Pavarde82927                2.84
    Vardas82928   Pavarde82928                4.21
    Vardas82929   Pavarde82929                3.86
    Vardas82932   Pavarde82932                3.60
    Vardas82934   Pavarde82934                2.97
    Vardas82936   Pavarde82936                3.48
    Vardas82940   Pavarde82940                4.59
    Vardas82941   Pavarde82941                3.48
    Vardas82942   Pavarde82942                2.81
    Vardas82944   Pavarde82944                3.74
    Vardas82946   Pavarde82946                3.99
    Vardas82947   Pavarde82947                4.70
    Vardas82951   Pavarde82951                3.93
    Vardas82953   Pavarde82953                4.20
    Vardas82954   Pavarde82954                4.20
    Vardas82958   Pavarde82958                3.34
    Vardas82959   Pavarde82959                4.45
    Vardas82960   Pavarde82960                4.53
    Vardas82961   Pavarde82961                3.36
    Vardas82962   Pavarde82962                4.88
    Vardas82963   Pavarde82963                3.48
    Vardas82964   Pavarde82964                2.59
    Vardas82968   Pavarde82968                4.97
    Vardas82970   Pavarde82970                3.10
    Vardas82971   Pavarde82971                4.12
    Vardas82976   Pavarde82976                2.65
    Vardas82978   Pavarde82978                4.43
    Vardas82980   Pavarde82980                3.08
    Vardas82981   Pavarde82981                3.90
    Vardas82982   Pavarde82982                3.05
    Vardas82984   Pavarde82984                4.34
    Vardas82987   Pavarde82987                2.29
    Vardas82988   Pavarde82988                3.07
    Vardas82989   Pavarde82989                3.51
    Vardas82992   Pavarde82992                4.12
    Vardas82995   Pavarde82995                3.37
    Vardas82997   Pavarde82997                4.48
    Vardas82998   Pavarde82998                3.19
    Vardas83003   Pavarde83003                2.65
    Vardas83004   Pavarde83004                4.68
    Vardas83012   Pavarde83012                3.60
    Vardas83013   Pavarde83013                4.91
    Vardas83014   Pavarde83014                4.75
    Vardas83016   Pavarde83016                4.79
    Vardas83018   Pavarde83018                3.78
    Vardas83022   Pavarde83022                3.99
    Vardas83024   Pavarde83024                3.20
    Vardas83025   Pavarde83025                3.18
    Vardas83029   Pavarde83029                4.31
    Vardas83030   Pavarde83030                4.35
    Vardas83032   Pavarde83032                4.05
    Vardas83035   Pavarde83035                2.55
    Vardas83040   Pavarde83040                3.38
    Vardas83044   Pavarde83044                3.46
    Vardas83053   Pavarde83053                3.92
    Vardas83055   Pavarde83055                3.67
    Vardas83057   Pavarde83057                4.59
    Vardas83058   Pavarde83058                4.08
    Vardas83059   Pavarde83059                4.54
    Vardas83064   Pavarde83064                3.96
    Vardas83067   Pavarde83067                3.92
    Vardas83071   Pavarde83071                2.72
    Vardas83078   Pavarde83078                4.75
    Vardas83082   Pavarde83082                2.49
    Vardas83085   Pavarde83085                4.21
    Vardas83091   Pavarde83091                4.79
    Vardas83092   Pavarde83092                4.78
    Vardas83093   Pavarde83093                3.58
    Vardas83097   Pavarde83097                4.96
    Vardas83098   Pavarde83098                3.15
    Vardas83099   Pavarde83099                3.33
    Vardas83101   Pavarde83101                3.57
    Vardas83102   Pavarde83102                3.77
    Vardas83103   Pavarde83103                4.85
    Vardas83107   Pavarde83107                3.61
    Vardas83110   Pavarde83110                3.09
    Vardas83112   Pavarde83112                3.56
    Vardas83115   Pavarde83115                4.54
    Vardas83117   Pavarde83117                4.12
    Vardas83119   Pavarde83119                2.96
    Vardas83125   Pavarde83125                4.68
    Vardas83128   Pavarde83128                4.09
    Vardas83130   Pavarde83130                3.62
    Vardas83134   Pavarde83134                4.93
    Vardas83136   Pavarde83136                3.27
    Vardas83138   Pavarde83138                2.82
    Vardas83139   Pavarde83139                3.69
    Vardas83142   Pavarde83142                4.39
    Vardas83145   Pavarde83145                2.42
    Vardas83147   Pavarde83147                4.25
    Vardas83148   Pavarde83148                3.51
    Vardas83149   Pavarde83149                4.68
    Vardas83156   Pavarde83156                2.98
    Vardas83158   Pavarde83158                4.69
    Vardas83159   Pavarde83159                3.59
    Vardas83162   Pavarde83162                4.24
    Vardas83163   Pavarde83163                2.81
    Vardas83168   Pavarde83168                4.66
    Vardas83169   Pavarde83169                4.10
    Vardas83175   Pavarde83175                3.31
    Vardas83177   Pavarde83177                4.03
    Vardas83178   Pavarde83178                4.15
    Vardas83182   Pavarde83182                3.69
    Vardas83185   Pavarde83185                2.74
    Vardas83187   Pavarde83187                4.06
    Vardas83188   Pavarde83188                3.67
    Vardas83191   Pavarde83191                3.09
    Vardas83192   Pavarde83192                3.76
    Vardas83194   Pavarde83194                4.27
    Vardas83195   Pavarde83195                4.35
    Vardas83199   Pavarde83199                3.79
    Vardas83200   Pavarde83200                4.79
    Vardas83202   Pavarde83202                3.59
    Vardas83205   Pavarde83205                3.87
    Vardas83206   Pavarde83206                4.23
    Vardas83209   Pavarde83209                4.21
    Vardas83211   Pavarde83211                3.62
    Vardas83213   Pavarde83213                2.85
    Vardas83216   Pavarde83216                3.40
    Vardas83218   Pavarde83218                3.51
    Vardas83223   Pavarde83223                3.77
    Vardas83227   Pavarde83227                4.35
    Vardas83228   Pavarde83228                3.72
    Vardas83229   Pavarde83229                4.91
    Vardas83234   Pavarde83234                4.53
    Vardas83236   Pavarde83236                4.70
    Vardas83237   Pavarde83237                4.05
    Vardas83238   Pavarde83238                2.53
    Vardas83239   Pavarde83239                4.01
    Vardas83240   Pavarde83240                2.43
    Vardas83241   Pavarde83241                3.85
    Vardas83242   Pavarde83242                3.54
    Vardas83245   Pavarde83245                4.31
    Vardas83246   Pavarde83246                4.43
    Vardas83247   Pavarde83247                4.48
    Vardas83248   Pavarde83248                4.91
    Vardas83250   Pavarde83250                4.69
    Vardas83251   Pavarde83251                3.88
    Vardas83255   Pavarde83255                3.92
    Vardas83257   Pavarde83257                4.50
    Vardas83259   Pavarde83259                1.90
    Vardas83264   Pavarde83264                2.84
    Vardas83265   Pavarde83265                4.34
    Vardas83271   Pavarde83271                3.09
    Vardas83277   Pavarde83277                3.35
    Vardas83280   Pavarde83280                4.40
    Vardas83282   Pavarde83282                4.47
    Vardas83284   Pavarde83284                2.89
    Vardas83287   Pavarde83287                3.00
    Vardas83288   Pavarde83288                4.15
    Vardas83292   Pavarde83292                4.72
    Vardas83294   Pavarde83294                2.98
    Vardas83295   Pavarde83295                2.98
    Vardas83296   Pavarde83296                3.63
    Vardas83297   Pavarde83297                3.23
    Vardas83298   Pavarde83298                4.59
    Vardas83303   Pavarde83303                2.81
    Vardas83314   Pavarde83314                4.35
    Vardas83316   Pavarde83316                4.59
    Vardas83317   Pavarde83317                4.78
    Vardas83319   Pavarde83319                3.82
    Vardas83324   Pavarde83324                4.71
    Vardas83325   Pavarde83325                4.64
    Vardas83326   Pavarde83326                4.67
    Vardas83330   Pavarde83330                2.67
    Vardas83334   Pavarde83334                3.87
    Vardas83335   Pavarde83335                2.44
    Vardas83336   Pavarde83336                4.46
    Vardas83341   Pavarde83341                3.64
    Vardas83344   Pavarde83344                3.06
    Vardas83346   Pavarde83346                2.77
    Vardas83349   Pavarde83349                3.00
    Vardas83350   Pavarde83350                4.41
    Vardas83351   Pavarde83351                2.52
    Vardas83352   Pavarde83352                3.83
    Vardas83355   Pavarde83355                4.38
    Vardas83356   Pavarde83356                4.39
    Vardas83357   Pavarde83357                4.81
    Vardas83358   Pavarde83358                2.85
    Vardas83359   Pavarde83359                3.99
    Vardas83360   Pavarde83360                2.79
    Vardas83363   Pavarde83363                4.01
    Vardas83367   Pavarde83367                3.73
    Vardas83369   Pavarde83369                4.01
    Vardas83370   Pavarde83370                4.15
    Vardas83372   Pavarde83372                4.60
    Vardas83374   Pavarde83374                3.22
    Vardas83375   Pavarde83375                3.09
    Vardas83378   Pavarde83378                4.38
    Vardas83381   Pavarde83381                3.24
    Vardas83383   Pavarde83383                4.22
    Vardas83384   Pavarde83384                3.69
    Vardas83385   Pavarde83385                2.48
    Vardas83386   Pavarde83386                4.75
    Vardas83387   Pavarde83387                4.99
    Vardas83388   Pavarde83388                2.54
    Vardas83389   Pavarde83389                2.74
    Vardas83391   Pavarde83391                3.38
    Vardas83395   Pavarde83395                3.74
    Vardas83397   Pavarde83397                3.24
    Vardas83399   Pavarde83399                4.94
    Vardas83401   Pavarde83401                4.58
    Vardas83403   Pavarde83403                3.90
    Vardas83404   Pavarde83404                3.76
    Vardas83405   Pavarde83405                3.69
    Vardas83407   Pavarde83407                4.64
    Vardas83410   Pavarde83410                3.41
    Vardas83411   Pavarde83411                4.43
    Vardas83413   Pavarde83413                3.96
    Vardas83414   Pavarde83414                3.35
    Vardas83415   Pavarde83415                4.79
    Vardas83418   Pavarde83418                4.41
    Vardas83421   Pavarde83421                3.11
    Vardas83422   Pavarde83422                4.95
    Vardas83423   Pavarde83423                3.95
    Vardas83425   Pavarde83425                4.62
    Vardas83431   Pavarde83431                4.38
    Vardas83433   Pavarde83433                4.66
    Vardas83436   Pavarde83436                3.01
    Vardas83439   Pavarde83439                4.01
    Vardas83442   Pavarde83442                2.50
    Vardas83443   Pavarde83443                2.64
    Vardas83444   Pavarde83444                3.61
    Vardas83445   Pavarde83445                3.83
    Vardas83450   Pavarde83450                4.86
    Vardas83451   Pavarde83451                4.36
    Vardas83452   Pavarde83452                2.54
    Vardas83465   Pavarde83465                4.60
    Vardas83466   Pavarde83466                3.03
    Vardas83468   Pavarde83468                4.18
    Vardas83470   Pavarde83470                3.76
    Vardas83475   Pavarde83475                3.87
    Vardas83484   Pavarde83484                3.59
    Vardas83485   Pavarde83485                3.00
    Vardas83486   Pavarde83486                4.12
    Vardas83487   Pavarde83487                3.81
    Vardas83488   Pavarde83488                2.75
    Vardas83491   Pavarde83491                4.74
    Vardas83495   Pavarde83495                2.59
    Vardas83498   Pavarde83498                3.88
    Vardas83499   Pavarde83499                4.79
    Vardas83500   Pavarde83500                2.56
    Vardas83501   Pavarde83501                2.49
    Vardas83509   Pavarde83509                4.60
    Vardas83510   Pavarde83510                4.67
    Vardas83514   Pavarde83514                3.94
    Vardas83516   Pavarde83516                4.87
    Vardas83517   Pavarde83517                4.12
    Vardas83520   Pavarde83520                2.88
    Vardas83522   Pavarde83522                4.53
    Vardas83523   Pavarde83523                4.21
    Vardas83524   Pavarde83524                3.94
    Vardas83525   Pavarde83525                4.65
    Vardas83535   Pavarde83535                3.24
    Vardas83537   Pavarde83537                3.00
    Vardas83543   Pavarde83543                3.55
    Vardas83545   Pavarde83545                3.03
    Vardas83546   Pavarde83546                3.47
    Vardas83547   Pavarde83547                3.93
    Vardas83548   Pavarde83548                4.51
    Vardas83549   Pavarde83549                3.47
    Vardas83551   Pavarde83551                3.77
    Vardas83552   Pavarde83552                3.87
    Vardas83553   Pavarde83553                4.64
    Vardas83559   Pavarde83559                3.58
    Vardas83562   Pavarde83562                4.19
    Vardas83565   Pavarde83565                4.20
    Vardas83566   Pavarde83566                3.87
    Vardas83571   Pavarde83571                3.42
    Vardas83575   Pavarde83575                2.14
    Vardas83576   Pavarde83576                4.07
    Vardas83584   Pavarde83584                4.09
    Vardas83589   Pavarde83589                4.38
    Vardas83591   Pavarde83591                3.89
    Vardas83597   Pavarde83597                4.02
    Vardas83598   Pavarde83598                4.77
    Vardas83599   Pavarde83599                4.92
    Vardas83601   Pavarde83601                4.44
    Vardas83602   Pavarde83602                4.06
    Vardas83610   Pavarde83610                4.71
    Vardas83612   Pavarde83612                3.32
    Vardas83614   Pavarde83614                2.45
    Vardas83616   Pavarde83616                4.41
    Vardas83621   Pavarde83621                3.92
    Vardas83626   Pavarde83626                2.91
    Vardas83629   Pavarde83629                3.54
    Vardas83630   Pavarde83630                4.53
    Vardas83632   Pavarde83632                2.94
    Vardas83634   Pavarde83634                2.64
    Vardas83635   Pavarde83635                3.62
    Vardas83636   Pavarde83636                4.72
    Vardas83638   Pavarde83638                2.84
    Vardas83639   Pavarde83639                4.18
    Vardas83641   Pavarde83641                4.25
    Vardas83644   Pavarde83644                4.22
    Vardas83652   Pavarde83652                3.47
    Vardas83654   Pavarde83654                4.21
    Vardas83655   Pavarde83655                2.34
    Vardas83656   Pavarde83656                4.49
    Vardas83658   Pavarde83658                4.40
    Vardas83660   Pavarde83660                2.89
    Vardas83661   Pavarde83661                4.39
    Vardas83663   Pavarde83663                4.96
    Vardas83664   Pavarde83664                3.48
    Vardas83665   Pavarde83665                2.60
    Vardas83668   Pavarde83668                4.71
    Vardas83671   Pavarde83671                2.63
    Vardas83672   Pavarde83672                4.56
    Vardas83676   Pavarde83676                3.10
    Vardas83677   Pavarde83677                4.22
    Vardas83678   Pavarde83678                2.42
    Vardas83679   Pavarde83679                3.32
    Vardas83681   Pavarde83681                4.29
    Vardas83689   Pavarde83689                4.45
    Vardas83692   Pavarde83692                2.91
    Vardas83695   Pavarde83695                4.41
    Vardas83696   Pavarde83696                4.83
    Vardas83697   Pavarde83697                3.08
    Vardas83701   Pavarde83701                3.14
    Vardas83705   Pavarde83705                3.16
    Vardas83706   Pavarde83706                2.57
    Vardas83711   Pavarde83711                4.08
    Vardas83713   Pavarde83713                3.58
    Vardas83715   Pavarde83715                4.79
    Vardas83716   Pavarde83716                4.39
    Vardas83720   Pavarde83720                4.50
    Vardas83725   Pavarde83725                3.52
    Vardas83726   Pavarde83726                4.11
    Vardas83727   Pavarde83727                4.63
    Vardas83728   Pavarde83728                3.65
    Vardas83729   Pavarde83729                4.68
    Vardas83730   Pavarde83730                3.69
    Vardas83731   Pavarde83731                4.98
    Vardas83741   Pavarde83741                4.79
    Vardas83745   Pavarde83745                4.19
    Vardas83748   Pavarde83748                2.84
    Vardas83752   Pavarde83752                4.99
    Vardas83756   Pavarde83756                3.91
    Vardas83759   Pavarde83759                3.47
    Vardas83766   Pavarde83766                4.49
    Vardas83767   Pavarde83767                2.04
    Vardas83769   Pavarde83769                4.83
    Vardas83770   Pavarde83770                4.53
    Vardas83772   Pavarde83772                4.81
    Vardas83774   Pavarde83774                3.83
    Vardas83775   Pavarde83775                3.41
    Vardas83776   Pavarde83776                4.22
    Vardas83777   Pavarde83777                3.82
    Vardas83779   Pavarde83779                2.90
    Vardas83781   Pavarde83781                3.75
    Vardas83784   Pavarde83784                3.84
    Vardas83787   Pavarde83787                3.77
